"Dataset","Preprocessing","Var_Selection","PLS_Method","ncomp","R2","RMSE","MAE"
"Dataset 2 with Ref 4","Raw","None","simpls",2,0.31836928392533,0.146369601810047,0.103708084528453
"Dataset 2 with Ref 4","Raw","None","nipals",3,-14.5190765741295,0.673689279330251,0.462847279619717
"Dataset 2 with Ref 4","Raw","None","kernelpls",3,0.392489473808623,0.141707238120447,0.0980039470821202
"Dataset 2 with Ref 4","Raw","None","widekernelpls",3,0.323896106543889,0.148062534528315,0.103724139621366
"Dataset 2 with Ref 4","Raw","VIP","simpls",2,0.359302087120072,0.143638915127108,0.100123901082491
"Dataset 2 with Ref 4","Raw","VIP","nipals",3,-11.5425503548301,0.618413456707995,0.419471883270695
"Dataset 2 with Ref 4","Raw","VIP","kernelpls",2,0.369642281093832,0.142311689703153,0.0983880816865806
"Dataset 2 with Ref 4","Raw","VIP","widekernelpls",4,0.409324770308927,0.137640311645665,0.099430305116851
"Dataset 2 with Ref 4","Raw","SR","simpls",1,0.348802381288981,0.147158156519856,0.10748458088031
"Dataset 2 with Ref 4","Raw","SR","nipals",2,-5.81880330772359,0.470167490400564,0.328871624195756
"Dataset 2 with Ref 4","Raw","SR","kernelpls",3,0.396887587492712,0.139947256235015,0.09950565091251
"Dataset 2 with Ref 4","Raw","SR","widekernelpls",1,0.340502982963253,0.14795407199035,0.106516139023252
"Dataset 2 with Ref 4","Raw","sMC","simpls",2,0.381593257562415,0.143112757069739,0.100104108835916
"Dataset 2 with Ref 4","Raw","sMC","nipals",3,-11.800165796269,0.64930666415779,0.438683366800143
"Dataset 2 with Ref 4","Raw","sMC","kernelpls",2,0.397885867489982,0.139034313835694,0.0972436942922028
"Dataset 2 with Ref 4","Raw","sMC","widekernelpls",3,0.360691174369484,0.143380019082827,0.101713618109328
"Dataset 2 with Ref 4","Raw","UVE","simpls",3,0.399100545680874,0.140790710568077,0.0997488527218372
"Dataset 2 with Ref 4","Raw","UVE","nipals",7,-11.9938781779191,0.605233643614987,0.416434970582153
"Dataset 2 with Ref 4","Raw","UVE","kernelpls",3,0.403448426977021,0.140016379865922,0.0987244215809707
"Dataset 2 with Ref 4","Raw","UVE","widekernelpls",3,0.463576160166677,0.133116030253544,0.0956476739023212
"Dataset 2 with Ref 4","Raw","GA","simpls",2,0.313811227687793,0.147507541634269,0.105400062083099
"Dataset 2 with Ref 4","Raw","GA","nipals",4,-0.0122879025158497,0.179686917796796,0.126920746328808
"Dataset 2 with Ref 4","Raw","GA","kernelpls",2,0.408453054009923,0.140106434989761,0.100130411874586
"Dataset 2 with Ref 4","Raw","GA","widekernelpls",4,0.417269128123535,0.139035044491418,0.0981901687399957
"Dataset 2 with Ref 4","SNV","None","simpls",8,-3.37642566579268,0.363201628480376,0.290886825061903
"Dataset 2 with Ref 4","SNV","None","nipals",1,-63.5777771642496,1.43860395498682,0.990033258981062
"Dataset 2 with Ref 4","SNV","None","kernelpls",2,-3.17779790216226,0.362081928362258,0.279436833855548
"Dataset 2 with Ref 4","SNV","None","widekernelpls",2,-4.26425662492096,0.379223880694236,0.296449730750045
"Dataset 2 with Ref 4","SNV","VIP","simpls",2,-3.42547305443595,0.36947460824404,0.290381016168317
"Dataset 2 with Ref 4","SNV","VIP","nipals",1,-58.1759618321867,1.39907155314076,0.948413229445482
"Dataset 2 with Ref 4","SNV","VIP","kernelpls",9,-4.6652662530377,0.427089165075707,0.335011339387702
"Dataset 2 with Ref 4","SNV","VIP","widekernelpls",5,-4.77946314914287,0.429067182391584,0.337708078955279
"Dataset 2 with Ref 4","SNV","SR","simpls",3,0.561699233078281,0.119069472195104,0.0903068695102515
"Dataset 2 with Ref 4","SNV","SR","nipals",1,-24.3218411514335,0.898481685749161,0.603112971454672
"Dataset 2 with Ref 4","SNV","SR","kernelpls",3,0.317301762400101,0.138535284749875,0.102167830339264
"Dataset 2 with Ref 4","SNV","SR","widekernelpls",3,0.018488868848722,0.159334449046146,0.121778539261985
"Dataset 2 with Ref 4","SNV","sMC","simpls",2,-3.89013157494717,0.37078401503454,0.292397685403739
"Dataset 2 with Ref 4","SNV","sMC","nipals",1,-55.1166393156794,1.33119503735949,0.90200195287077
"Dataset 2 with Ref 4","SNV","sMC","kernelpls",2,-4.30712991242963,0.394085816963714,0.31018800150831
"Dataset 2 with Ref 4","SNV","sMC","widekernelpls",3,-3.55223041946294,0.380510814745935,0.301391308535527
"Dataset 2 with Ref 4","SNV","UVE","simpls",5,-4.13024205806842,0.398827723147193,0.314953471983518
"Dataset 2 with Ref 4","SNV","UVE","nipals",1,-52.416123636574,1.27419520070273,0.884330037098784
"Dataset 2 with Ref 4","SNV","UVE","kernelpls",4,-5.52591898202369,0.423270084499897,0.332687905796952
"Dataset 2 with Ref 4","SNV","UVE","widekernelpls",13,-5.04678229026417,0.417806821261375,0.327718267503283
"Dataset 2 with Ref 4","SNV","GA","simpls",4,0.294050448596059,0.152294800579033,0.115863290123421
"Dataset 2 with Ref 4","SNV","GA","nipals",1,-5.62818052656647,0.460253468271127,0.311884100820031
"Dataset 2 with Ref 4","SNV","GA","kernelpls",5,0.115310049019978,0.153718541686347,0.120123721587265
"Dataset 2 with Ref 4","SNV","GA","widekernelpls",4,0.185567210032276,0.162450152166415,0.125957557799027
"Dataset 2 with Ref 4","1st_Der","None","simpls",2,0.39128389251214,0.140102007702992,0.10028783068353
"Dataset 2 with Ref 4","1st_Der","None","nipals",4,0.383743457698147,0.142452670027324,0.100181922169274
"Dataset 2 with Ref 4","1st_Der","None","kernelpls",2,0.347847203686918,0.146410048163248,0.105058646131705
"Dataset 2 with Ref 4","1st_Der","None","widekernelpls",2,0.400983163868528,0.140071491426759,0.098997836580149
"Dataset 2 with Ref 4","1st_Der","VIP","simpls",2,0.409689377637311,0.139075899787894,0.0980640044576221
"Dataset 2 with Ref 4","1st_Der","VIP","nipals",6,0.349627288908811,0.146632552067367,0.103312493216109
"Dataset 2 with Ref 4","1st_Der","VIP","kernelpls",3,0.450434921751864,0.134843626248769,0.0958541681700598
"Dataset 2 with Ref 4","1st_Der","VIP","widekernelpls",2,0.421339393648447,0.138684687722556,0.0981370289202483
"Dataset 2 with Ref 4","1st_Der","SR","simpls",2,0.433861544261689,0.136237608786149,0.0958399879205892
"Dataset 2 with Ref 4","1st_Der","SR","nipals",2,0.367609372343576,0.144938848849596,0.103071850199787
"Dataset 2 with Ref 4","1st_Der","SR","kernelpls",1,0.445532777979384,0.13552824085327,0.100777249604944
"Dataset 2 with Ref 4","1st_Der","SR","widekernelpls",1,0.357219180681022,0.143566358985407,0.105184647238311
"Dataset 2 with Ref 4","1st_Der","sMC","simpls",2,0.389233582382103,0.142018240055225,0.100450461082523
"Dataset 2 with Ref 4","1st_Der","sMC","nipals",2,0.404142740960271,0.140353343473623,0.09990129587746
"Dataset 2 with Ref 4","1st_Der","sMC","kernelpls",2,0.337370572132935,0.147669048659081,0.104007347770328
"Dataset 2 with Ref 4","1st_Der","sMC","widekernelpls",2,0.390728355355146,0.140367803625062,0.10079328322896
"Dataset 2 with Ref 4","1st_Der","UVE","simpls",2,0.389902283513977,0.14211408164706,0.102270501134793
"Dataset 2 with Ref 4","1st_Der","UVE","nipals",2,0.328759461977497,0.149132914366013,0.106456256557934
"Dataset 2 with Ref 4","1st_Der","UVE","kernelpls",2,0.366210222341452,0.143735991221798,0.103822080081269
"Dataset 2 with Ref 4","1st_Der","UVE","widekernelpls",2,0.350672630536663,0.144786213287344,0.104031282720077
"Dataset 2 with Ref 4","1st_Der","GA","simpls",2,0.362051817212126,0.144281816639103,0.100768657582728
"Dataset 2 with Ref 4","1st_Der","GA","nipals",4,0.324238535261934,0.149629825652495,0.106967389803756
"Dataset 2 with Ref 4","1st_Der","GA","kernelpls",3,0.389524830418686,0.141939272314831,0.100147472391044
"Dataset 2 with Ref 4","1st_Der","GA","widekernelpls",4,0.415012647627988,0.139161913987592,0.0991105057581837
"Dataset 2 with Ref 4","2nd_Der","None","simpls",2,0.457965255364766,0.133499173673427,0.0944166781774196
"Dataset 2 with Ref 4","2nd_Der","None","nipals",20,0.317641736404623,0.149609872604089,0.108192839228614
"Dataset 2 with Ref 4","2nd_Der","None","kernelpls",2,0.397087977151547,0.138851424491677,0.0996465068586732
"Dataset 2 with Ref 4","2nd_Der","None","widekernelpls",3,0.396303663756776,0.140807517909645,0.101602345097595
"Dataset 2 with Ref 4","2nd_Der","VIP","simpls",2,0.425957471503396,0.135891241365131,0.0975992150070032
"Dataset 2 with Ref 4","2nd_Der","VIP","nipals",11,0.288172930059604,0.152808675616496,0.108121449177565
"Dataset 2 with Ref 4","2nd_Der","VIP","kernelpls",7,0.386708405416429,0.141634689121748,0.100419648134273
"Dataset 2 with Ref 4","2nd_Der","VIP","widekernelpls",2,0.46283515606064,0.131693446208874,0.09491845508728
"Dataset 2 with Ref 4","2nd_Der","SR","simpls",3,0.40604583453048,0.139914696422247,0.0988610032058826
"Dataset 2 with Ref 4","2nd_Der","SR","nipals",10,0.266979672195133,0.154513064151868,0.110425096607914
"Dataset 2 with Ref 4","2nd_Der","SR","kernelpls",1,0.395617835387223,0.140136324009732,0.0997541258410773
"Dataset 2 with Ref 4","2nd_Der","SR","widekernelpls",5,0.383839352188496,0.141664809125133,0.101964902277878
"Dataset 2 with Ref 4","2nd_Der","sMC","simpls",2,0.442012017518256,0.133565353073842,0.0949795692064876
"Dataset 2 with Ref 4","2nd_Der","sMC","nipals",13,0.329143410553565,0.148454580542353,0.107059052820548
"Dataset 2 with Ref 4","2nd_Der","sMC","kernelpls",2,0.419062196758715,0.137442124726405,0.0980316084704849
"Dataset 2 with Ref 4","2nd_Der","sMC","widekernelpls",2,0.454737900796474,0.133664609420974,0.0945209300172936
"Dataset 2 with Ref 4","2nd_Der","UVE","simpls",3,0.377864539861036,0.140616026911161,0.100214181814062
"Dataset 2 with Ref 4","2nd_Der","UVE","nipals",12,0.31671101271997,0.15106203850405,0.108765883832994
"Dataset 2 with Ref 4","2nd_Der","UVE","kernelpls",3,0.429253873342814,0.135113164947542,0.0957845191246035
"Dataset 2 with Ref 4","2nd_Der","UVE","widekernelpls",3,0.353771409735022,0.145939673115624,0.103756310389998
"Dataset 2 with Ref 4","2nd_Der","GA","simpls",3,0.456244001451532,0.132439895917038,0.0965193301376592
"Dataset 2 with Ref 4","2nd_Der","GA","nipals",3,0.322654027819966,0.149804032523605,0.108113913343228
"Dataset 2 with Ref 4","2nd_Der","GA","kernelpls",3,0.462322429065579,0.133216151335225,0.0957794002364432
"Dataset 2 with Ref 4","2nd_Der","GA","widekernelpls",3,0.414456721490278,0.135292872498173,0.0973976489422699
"Dataset 2 with Ref 4","EMSC","None","simpls",1,0.130593356265372,0.167440842264482,0.121558940102013
"Dataset 2 with Ref 4","EMSC","None","nipals",2,-2.65587541285829,0.335654351544923,0.182652051405264
"Dataset 2 with Ref 4","EMSC","None","kernelpls",1,0.217549823197361,0.161534486476644,0.118950214701865
"Dataset 2 with Ref 4","EMSC","None","widekernelpls",1,0.192960675679276,0.162848045767176,0.117644239236413
"Dataset 2 with Ref 4","EMSC","VIP","simpls",18,-68628.864427238,40.4595937602204,33.7410197383281
"Dataset 2 with Ref 4","EMSC","VIP","nipals",1,-62534.8695604847,31.1984835912936,25.7513191814379
"Dataset 2 with Ref 4","EMSC","VIP","kernelpls",17,-81428.6462105749,40.3742762409269,34.136097864678
"Dataset 2 with Ref 4","EMSC","VIP","widekernelpls",20,-36847.2403540331,32.510401944814,26.7065853864052
"Dataset 2 with Ref 4","EMSC","SR","simpls",18,-4356.85721587274,11.186862542332,9.17414257130139
"Dataset 2 with Ref 4","EMSC","SR","nipals",1,-7038.12182831226,13.5833256154163,10.7382793280572
"Dataset 2 with Ref 4","EMSC","SR","kernelpls",15,-5540.07329256013,12.5643475671773,9.9276990354443
"Dataset 2 with Ref 4","EMSC","SR","widekernelpls",17,-3872.55264429908,11.104968621701,8.99984924799934
"Dataset 2 with Ref 4","EMSC","sMC","simpls",14,-24646.9926127052,20.1918211572062,16.4027948266533
"Dataset 2 with Ref 4","EMSC","sMC","nipals",2,-54060.5602549234,30.970894997684,25.5963941002903
"Dataset 2 with Ref 4","EMSC","sMC","kernelpls",14,-12930.7490427823,17.6361378451565,14.6633077638561
"Dataset 2 with Ref 4","EMSC","sMC","widekernelpls",14,-10633.8120848072,17.8701832821846,14.5686472883465
"Dataset 2 with Ref 4","EMSC","UVE","simpls",19,-91798.6626649691,39.723676084811,32.5720614846338
"Dataset 2 with Ref 4","EMSC","UVE","nipals",1,-43606.0722699757,29.4839672078241,24.2855854112965
"Dataset 2 with Ref 4","EMSC","UVE","kernelpls",5,-75639.0718282398,48.1915826884707,40.1812745054517
"Dataset 2 with Ref 4","EMSC","UVE","widekernelpls",19,-140581.984611395,62.4401464610288,51.5745866486698
"Dataset 2 with Ref 4","EMSC","GA","simpls",5,-54.8193187273049,1.29801763455721,1.02914453010855
"Dataset 2 with Ref 4","EMSC","GA","nipals",6,-43.1195885946238,1.18655416100795,0.935538746688558
"Dataset 2 with Ref 4","EMSC","GA","kernelpls",2,-70.7833839949308,1.341076295215,1.06980291494545
"Dataset 2 with Ref 4","EMSC","GA","widekernelpls",2,-47.3436123607764,1.16421527822833,0.930289918401973
"Dataset 2 with Ref 4","RNV","None","simpls",2,-4.54722813783919,0.364702126383141,0.277834530917731
"Dataset 2 with Ref 4","RNV","None","nipals",9,-24867596.6769771,876.085009290658,586.791017554646
"Dataset 2 with Ref 4","RNV","None","kernelpls",2,-2.60191056605826,0.275779517137229,0.209781518478222
"Dataset 2 with Ref 4","RNV","None","widekernelpls",4,-1.91450739849465,0.283235210595407,0.217507935268777
"Dataset 2 with Ref 4","RNV","VIP","simpls",2,0.238987323551313,0.15502898878018,0.110339169236941
"Dataset 2 with Ref 4","RNV","VIP","nipals",1,-20635586.0613222,820.296742225181,569.017113754295
"Dataset 2 with Ref 4","RNV","VIP","kernelpls",9,0.179813322291064,0.163360751383012,0.118805981893951
"Dataset 2 with Ref 4","RNV","VIP","widekernelpls",2,0.328607186980786,0.149280268210376,0.104593740908125
"Dataset 2 with Ref 4","RNV","SR","simpls",1,0.335745336279479,0.147852149022628,0.105783038116839
"Dataset 2 with Ref 4","RNV","SR","nipals",14,-12485523.6668074,626.128654679395,427.347889028366
"Dataset 2 with Ref 4","RNV","SR","kernelpls",1,0.384766170754061,0.143166703018218,0.107668286060877
"Dataset 2 with Ref 4","RNV","SR","widekernelpls",3,0.317289206097072,0.148965119215013,0.103658690719738
"Dataset 2 with Ref 4","RNV","sMC","simpls",2,-2.85174137755272,0.335402205395761,0.269315971251985
"Dataset 2 with Ref 4","RNV","sMC","nipals",13,-21469736.9219098,822.225260147217,558.685506383905
"Dataset 2 with Ref 4","RNV","sMC","kernelpls",3,-4.44685727865983,0.356821724201115,0.277510386737283
"Dataset 2 with Ref 4","RNV","sMC","widekernelpls",5,-1.59563132237234,0.278598569325547,0.220047918716695
"Dataset 2 with Ref 4","RNV","UVE","simpls",2,0.13943448453123,0.167042570642159,0.12157986073713
"Dataset 2 with Ref 4","RNV","UVE","nipals",1,-14880275.2390424,658.16524676868,459.263618168464
"Dataset 2 with Ref 4","RNV","UVE","kernelpls",3,-0.621761284696038,0.229817591452145,0.172004253977468
"Dataset 2 with Ref 4","RNV","UVE","widekernelpls",4,0.191114851274031,0.163663213186621,0.117529479648773
"Dataset 2 with Ref 4","RNV","GA","simpls",2,0.0964933060528152,0.168926230498535,0.12174190696582
"Dataset 2 with Ref 4","RNV","GA","nipals",3,-1697620.88448789,227.574419691366,152.00897204801
"Dataset 2 with Ref 4","RNV","GA","kernelpls",1,0.26615125772203,0.156006080131807,0.116079771013912
"Dataset 2 with Ref 4","RNV","GA","widekernelpls",3,0.319107385200192,0.150062832748613,0.109305643879547
"Dataset 3 with Ref 1","Raw","None","simpls",3,-0.0266621537176873,1.73865691176072,1.16100288830052
"Dataset 3 with Ref 1","Raw","None","nipals",17,-0.136902086791462,1.90930442299662,1.27452484829574
"Dataset 3 with Ref 1","Raw","None","kernelpls",3,0.0830646875214911,1.71418029557596,1.1565898093878
"Dataset 3 with Ref 1","Raw","None","widekernelpls",6,0.0655458135471974,1.71931534023296,1.15860584357036
"Dataset 3 with Ref 1","Raw","VIP","simpls",2,0.208069379251864,1.55484909428727,0.968580097205381
"Dataset 3 with Ref 1","Raw","VIP","nipals",3,0.0298752529574446,1.72321078158608,1.09806950816092
"Dataset 3 with Ref 1","Raw","VIP","kernelpls",2,0.0277427729240507,1.68493002871901,1.13041562763561
"Dataset 3 with Ref 1","Raw","VIP","widekernelpls",2,0.206471145617538,1.56238555892035,0.979784850485213
"Dataset 3 with Ref 1","Raw","SR","simpls",1,0.155481297487906,1.68985295383659,1.06569779746668
"Dataset 3 with Ref 1","Raw","SR","nipals",4,-0.00898029502351278,1.81405829515158,1.13848628426593
"Dataset 3 with Ref 1","Raw","SR","kernelpls",4,0.150119042933411,1.63296456522389,1.01798906001348
"Dataset 3 with Ref 1","Raw","SR","widekernelpls",1,0.109431623144426,1.67763787749888,1.07686227579512
"Dataset 3 with Ref 1","Raw","sMC","simpls",4,0.113908342615255,1.69231473501683,1.11383738184671
"Dataset 3 with Ref 1","Raw","sMC","nipals",3,-0.111000886611315,1.88927429399817,1.28853538323907
"Dataset 3 with Ref 1","Raw","sMC","kernelpls",4,0.225420663981476,1.53916369864701,1.03482663331795
"Dataset 3 with Ref 1","Raw","sMC","widekernelpls",2,0.0585012582597141,1.68698994726361,1.09180331652396
"Dataset 3 with Ref 1","Raw","UVE","simpls",1,-0.0564739093466736,1.69187236432979,1.0686516263682
"Dataset 3 with Ref 1","Raw","UVE","nipals",12,-0.0286500340699396,1.82770680625044,1.15320939770638
"Dataset 3 with Ref 1","Raw","UVE","kernelpls",7,0.132847486118857,1.68591552923251,1.06266713855571
"Dataset 3 with Ref 1","Raw","UVE","widekernelpls",4,-0.0317636026839792,1.81152910049898,1.11624728281846
"Dataset 3 with Ref 1","Raw","GA","simpls",2,0.0282013849133051,1.6337371516146,1.08780306582548
"Dataset 3 with Ref 1","Raw","GA","nipals",2,0.140362806196502,1.6648726081604,1.10070428952652
"Dataset 3 with Ref 1","Raw","GA","kernelpls",3,0.0813578654051337,1.59172546536776,1.03634657442875
"Dataset 3 with Ref 1","Raw","GA","widekernelpls",2,0.168078648034308,1.6189257908325,1.03849971929259
"Dataset 3 with Ref 1","SNV","None","simpls",5,-4.48486114562674,2.95759331880049,2.20182139173736
"Dataset 3 with Ref 1","SNV","None","nipals",1,-1.49390937116667,2.71287951760722,2.04060078098181
"Dataset 3 with Ref 1","SNV","None","kernelpls",5,-1.74965733031507,2.61546270409666,2.06279527649429
"Dataset 3 with Ref 1","SNV","None","widekernelpls",8,-0.981920745407337,2.13820240714546,1.61711349383235
"Dataset 3 with Ref 1","SNV","VIP","simpls",3,-1.10124793543744,2.20955368295361,1.78059322062386
"Dataset 3 with Ref 1","SNV","VIP","nipals",1,-1.05767530792503,2.2702257994755,1.65712199013321
"Dataset 3 with Ref 1","SNV","VIP","kernelpls",1,-2.77630644174545,2.46876757744757,1.79007098698514
"Dataset 3 with Ref 1","SNV","VIP","widekernelpls",3,-0.241018768151025,1.91355115468013,1.55675497826077
"Dataset 3 with Ref 1","SNV","SR","simpls",5,-3.9654737798864,3.86840197746978,2.95952742800132
"Dataset 3 with Ref 1","SNV","SR","nipals",5,-4.06238056710035,3.89959370643551,2.94212834205413
"Dataset 3 with Ref 1","SNV","SR","kernelpls",5,-4.51082581366439,3.74509287650503,2.89544764781652
"Dataset 3 with Ref 1","SNV","SR","widekernelpls",4,-3.26544317090044,3.68897191836793,2.80704135291296
"Dataset 3 with Ref 1","SNV","sMC","simpls",3,-1.24074446977842,2.48447483552149,1.81911836436884
"Dataset 3 with Ref 1","SNV","sMC","nipals",1,-2.30914550942241,2.88016614540597,2.04546674005196
"Dataset 3 with Ref 1","SNV","sMC","kernelpls",6,-1.76332713873707,2.55569660768317,1.87656354657348
"Dataset 3 with Ref 1","SNV","sMC","widekernelpls",4,-0.644856442480504,2.06755579903962,1.55191119340067
"Dataset 3 with Ref 1","SNV","UVE","simpls",4,-6.10781870596217,3.22272733719148,2.57543180038236
"Dataset 3 with Ref 1","SNV","UVE","nipals",1,-6.77587627759609,3.70189918875648,2.88342920325255
"Dataset 3 with Ref 1","SNV","UVE","kernelpls",3,-7.68956801218553,3.72230738762462,2.94553373061311
"Dataset 3 with Ref 1","SNV","UVE","widekernelpls",4,-1.49318788037157,2.80225454717928,2.2813229252787
"Dataset 3 with Ref 1","SNV","GA","simpls",2,-6.50371726890652,3.4145972347969,2.68291839044919
"Dataset 3 with Ref 1","SNV","GA","nipals",2,-2.44792636458847,3.21566113453719,2.50656039965838
"Dataset 3 with Ref 1","SNV","GA","kernelpls",10,-11.2885364004353,3.87834913613925,3.17349916986777
"Dataset 3 with Ref 1","SNV","GA","widekernelpls",3,-3.87537012128333,3.76321891201252,2.8757056814967
"Dataset 3 with Ref 1","1st_Der","None","simpls",2,0.170937203817046,1.55533122054541,1.01748552973294
"Dataset 3 with Ref 1","1st_Der","None","nipals",17,-0.0259667838368918,1.8114370503741,1.14675951979263
"Dataset 3 with Ref 1","1st_Der","None","kernelpls",2,0.144720714896558,1.65212863139978,1.0904148156659
"Dataset 3 with Ref 1","1st_Der","None","widekernelpls",2,0.0129406982895569,1.69938022807669,1.1232026692403
"Dataset 3 with Ref 1","1st_Der","VIP","simpls",2,-0.00907030462703222,1.72462571153335,1.08222875151582
"Dataset 3 with Ref 1","1st_Der","VIP","nipals",12,0.069505485705628,1.73308524345735,1.04714759542003
"Dataset 3 with Ref 1","1st_Der","VIP","kernelpls",5,0.0391940243977668,1.64675812579457,1.11079036697192
"Dataset 3 with Ref 1","1st_Der","VIP","widekernelpls",2,0.0602841775935075,1.69218538860054,1.05963393517693
"Dataset 3 with Ref 1","1st_Der","SR","simpls",2,0.238822804818719,1.57298552568366,0.988740159624621
"Dataset 3 with Ref 1","1st_Der","SR","nipals",20,0.142249892146691,1.68998892459661,1.04164714261994
"Dataset 3 with Ref 1","1st_Der","SR","kernelpls",2,0.25218388588947,1.54578330906907,1.02507618797411
"Dataset 3 with Ref 1","1st_Der","SR","widekernelpls",2,0.243326758511487,1.58504116970793,0.986254005417328
"Dataset 3 with Ref 1","1st_Der","sMC","simpls",2,0.222909684620069,1.59665507569425,1.03450117548908
"Dataset 3 with Ref 1","1st_Der","sMC","nipals",19,0.10004923959926,1.70070147388151,1.0781260301354
"Dataset 3 with Ref 1","1st_Der","sMC","kernelpls",2,0.154636723514643,1.6507602359447,1.07264061844514
"Dataset 3 with Ref 1","1st_Der","sMC","widekernelpls",2,-0.0926102009915167,1.86911313828444,1.25178231731179
"Dataset 3 with Ref 1","1st_Der","UVE","simpls",2,0.150055604133858,1.54886180801919,1.02765440754041
"Dataset 3 with Ref 1","1st_Der","UVE","nipals",2,0.107020598051006,1.72071318099926,1.07872277703256
"Dataset 3 with Ref 1","1st_Der","UVE","kernelpls",1,0.237033123137199,1.57416403482479,0.975900533794498
"Dataset 3 with Ref 1","1st_Der","UVE","widekernelpls",1,0.182315382872362,1.6013345242733,1.00109243485909
"Dataset 3 with Ref 1","1st_Der","GA","simpls",2,0.106558124763159,1.56813724628577,1.05789468186428
"Dataset 3 with Ref 1","1st_Der","GA","nipals",18,0.0364963101290382,1.65958469111375,1.09338072309311
"Dataset 3 with Ref 1","1st_Der","GA","kernelpls",2,0.238501869895449,1.58433496948639,1.01661619725544
"Dataset 3 with Ref 1","1st_Der","GA","widekernelpls",2,0.202333758964121,1.55440220116256,1.02170339464062
"Dataset 3 with Ref 1","2nd_Der","None","simpls",2,0.189333991238759,1.62707056091072,1.01128440559071
"Dataset 3 with Ref 1","2nd_Der","None","nipals",20,0.0942815832945832,1.68791162273941,1.07302226958615
"Dataset 3 with Ref 1","2nd_Der","None","kernelpls",2,0.168095985342815,1.65780785490352,1.0419203182844
"Dataset 3 with Ref 1","2nd_Der","None","widekernelpls",2,0.158958007456876,1.62939222372112,1.02080945564444
"Dataset 3 with Ref 1","2nd_Der","VIP","simpls",2,0.218813118246631,1.55476095490896,0.980990263839507
"Dataset 3 with Ref 1","2nd_Der","VIP","nipals",14,0.0419023434555521,1.7816961609554,1.07133637446647
"Dataset 3 with Ref 1","2nd_Der","VIP","kernelpls",2,0.184133925709295,1.60040782784281,0.998543303837561
"Dataset 3 with Ref 1","2nd_Der","VIP","widekernelpls",2,0.00711467051728352,1.66907020493508,1.06220994414264
"Dataset 3 with Ref 1","2nd_Der","SR","simpls",1,0.172502352796677,1.62336602027745,1.03242029584779
"Dataset 3 with Ref 1","2nd_Der","SR","nipals",11,0.122289690392225,1.66815325813633,1.04465587149534
"Dataset 3 with Ref 1","2nd_Der","SR","kernelpls",3,0.250187692416159,1.56775222360738,1.0034698771355
"Dataset 3 with Ref 1","2nd_Der","SR","widekernelpls",3,0.127361740088845,1.62504244169894,0.988395756755483
"Dataset 3 with Ref 1","2nd_Der","sMC","simpls",2,0.185646473268487,1.58453833274432,0.989872458782422
"Dataset 3 with Ref 1","2nd_Der","sMC","nipals",14,-0.00149011539974264,1.81006059006924,1.11147884356079
"Dataset 3 with Ref 1","2nd_Der","sMC","kernelpls",2,0.147778772186107,1.53849158950893,1.02782783170468
"Dataset 3 with Ref 1","2nd_Der","sMC","widekernelpls",2,0.242701550897761,1.59101672485383,0.991079649613959
"Dataset 3 with Ref 1","2nd_Der","UVE","simpls",1,0.176970512300059,1.6264833239128,1.00972944873881
"Dataset 3 with Ref 1","2nd_Der","UVE","nipals",12,0.0705807792099211,1.69065359171609,1.07122341219768
"Dataset 3 with Ref 1","2nd_Der","UVE","kernelpls",1,0.203219468920378,1.62392286302653,0.995480334589522
"Dataset 3 with Ref 1","2nd_Der","UVE","widekernelpls",1,0.22584257991208,1.58401222155752,0.981855939528618
"Dataset 3 with Ref 1","2nd_Der","GA","simpls",2,0.144762980399487,1.57752273574661,1.05992165292656
"Dataset 3 with Ref 1","2nd_Der","GA","nipals",15,-0.0243995698442119,1.70326736488121,1.10573295478745
"Dataset 3 with Ref 1","2nd_Der","GA","kernelpls",3,0.251427056504284,1.57378048245122,0.977304989769228
"Dataset 3 with Ref 1","2nd_Der","GA","widekernelpls",2,0.225877772692983,1.53523290256018,0.997957135346948
"Dataset 3 with Ref 1","EMSC","None","simpls",5,0.374930399598215,1.37991686420129,0.96315198169243
"Dataset 3 with Ref 1","EMSC","None","nipals",4,0.0108847591837925,1.70889729209078,1.11872234533481
"Dataset 3 with Ref 1","EMSC","None","kernelpls",6,0.402882969094435,1.40054685874103,0.991244894702497
"Dataset 3 with Ref 1","EMSC","None","widekernelpls",5,0.370521633114996,1.36755965690217,0.975814974605413
"Dataset 3 with Ref 1","EMSC","VIP","simpls",20,-16576.5710551708,183.712920103478,175.65599239832
"Dataset 3 with Ref 1","EMSC","VIP","nipals",20,-9508.42647505693,165.417476984459,159.407704960964
"Dataset 3 with Ref 1","EMSC","VIP","kernelpls",20,-11907.2072862335,145.789420920354,140.729840790946
"Dataset 3 with Ref 1","EMSC","VIP","widekernelpls",18,-13412.6659039168,189.049095114799,170.943188133583
"Dataset 3 with Ref 1","EMSC","SR","simpls",19,-12.4669712135102,5.56631295635724,4.65312679155633
"Dataset 3 with Ref 1","EMSC","SR","nipals",3,-15.9157292093932,6.0233159819675,5.06675113758386
"Dataset 3 with Ref 1","EMSC","SR","kernelpls",3,-12.6134156760735,5.99240895299152,4.97130475563179
"Dataset 3 with Ref 1","EMSC","SR","widekernelpls",2,-12.0047431081956,5.57595982991633,4.70552866191929
"Dataset 3 with Ref 1","EMSC","sMC","simpls",15,-1388.76420782831,53.208118709939,43.2038439060362
